Label,Type,Symbol,Description,Name on GPS,Comment,Easting,Northing,Zone,Elevation,Distance to Active Point,Bearing
,,City (Small),,,,673006.262,4947174.819,18T,,0000.0000,0000.0000
,,City (Small),,,,672421.810,4943802.146,18T,,0000.0000,0000.0000
,,City (Small),,,,675433.110,4939603.380,18T,,0000.0000,0000.0000
,,City (Small),,,,671727.035,4945751.186,18T,,0000.0000,0000.0000
,,City (Small),,,,671798.997,4945730.866,18T,,0000.0000,0000.0000
,,City (Small),,,,671749.940,4945785.142,18T,,0000.0000,0000.0000
,,City (Small),,,,671937.012,4945912.393,18T,,0000.0000,0000.0000
,,City (Small),,,,672038.973,4945659.438,18T,,0000.0000,0000.0000
,,City (Small),,,,672038.973,4945659.438,18T,,0000.0000,0000.0000
,,City (Small),,,,675050.422,4939948.741,18T,,0000.0000,0000.0000
,,City (Small),,,,672799.508,4946302.228,18T,,0000.0000,0000.0000
,,City (Small),,,,681732.929,4945813.590,18T,,0000.0000,0000.0000
,,City (Small),,,,681732.929,4945813.590,18T,,0000.0000,0000.0000
,,City (Small),,,,684047.284,4945089.765,18T,,0000.0000,0000.0000
,,City (Small),,,,684496.199,4944935.803,18T,,0000.0000,0000.0000
,,City (Small),,,,663689.284,4830522.533,18T,,0000.0000,0000.0000
,,City (Small),,,,684289.027,4944963.246,18T,,0000.0000,0000.0000
,,City (Small),,,,684289.027,4944963.246,18T,,0000.0000,0000.0000
,,City (Small),,,,690849.536,4937304.465,18T,,0000.0000,0000.0000
,,City (Small),,,,684040.618,4945045.106,18T,,0000.0000,0000.0000
,,City (Small),,,,682984.475,4945059.593,18T,,0000.0000,0000.0000
,,City (Small),,,,684655.463,4945473.977,18T,,0000.0000,0000.0000
,,City (Small),,,,684015.243,4945099.970,18T,,0000.0000,0000.0000
,,City (Small),,,,689728.464,4948689.400,18T,,0000.0000,0000.0000
,,City (Small),,,,684423.239,4945267.237,18T,,0000.0000,0000.0000
,,City (Small),,,,684207.862,4945861.424,18T,,0000.0000,0000.0000
,,City (Small),,,,696772.480,4934902.172,18T,,0000.0000,0000.0000
,,City (Small),,,,691259.811,4938483.923,18T,,0000.0000,0000.0000
,,City (Small),,,,690828.892,4936925.856,18T,,0000.0000,0000.0000
,,City (Small),,,,691012.774,4938776.812,18T,,0000.0000,0000.0000
,,City (Small),,,,690858.132,4937282.483,18T,,0000.0000,0000.0000
,,City (Small),,,,691057.885,4938055.491,18T,,0000.0000,0000.0000
,,City (Small),,,,690918.155,4938751.787,18T,,0000.0000,0000.0000
,,City (Small),,,,690761.435,4937057.283,18T,,0000.0000,0000.0000
,,City (Small),,,,691330.600,4937163.003,18T,,0000.0000,0000.0000
,,City (Small),,,,691159.617,4938647.731,18T,,0000.0000,0000.0000
,,City (Small),,,,690939.519,4938296.591,18T,,0000.0000,0000.0000
,,City (Small),,,,691251.146,4938239.076,18T,,0000.0000,0000.0000
,,City (Small),,,,691391.442,4938332.162,18T,,0000.0000,0000.0000
,,City (Small),,,,695707.997,4938027.519,18T,,0000.0000,0000.0000
,,City (Small),,,,690619.765,4937820.232,18T,,0000.0000,0000.0000
,,City (Small),,,,691349.641,4937863.982,18T,,0000.0000,0000.0000
,,City (Small),,,,690690.249,4937855.659,18T,,0000.0000,0000.0000
,,City (Small),,,,691715.457,4937318.907,18T,,0000.0000,0000.0000
,,City (Small),,,,691038.729,4938166.103,18T,,0000.0000,0000.0000
,,City (Small),,,,691038.729,4938166.103,18T,,0000.0000,0000.0000
,,City (Small),,,,649438.468,4922636.318,18T,,0000.0000,0000.0000
,,City (Small),,,,664375.133,4830872.714,18T,,0000.0000,0000.0000
,,City (Small),,,,694513.163,4898846.251,18T,,0000.0000,0000.0000
,,City (Small),,,,646059.907,4751106.092,18T,,0000.0000,0000.0000
,,City (Small),,,,694486.398,4899479.141,18T,,0000.0000,0000.0000
,,City (Small),,,,709486.172,4931275.108,18T,,0000.0000,0000.0000
,,City (Small),,,,705467.594,4905984.788,18T,,0000.0000,0000.0000
,,City (Small),,,,641621.987,4926206.667,18T,,0000.0000,0000.0000
,,City (Small),,,,641679.488,4927219.211,18T,,0000.0000,0000.0000
,,City (Small),,,,654152.526,4888727.301,18T,,0000.0000,0000.0000
,,City (Small),,,,709407.037,4931261.436,18T,,0000.0000,0000.0000
,,City (Small),,,,659800.332,4781079.455,18T,,0000.0000,0000.0000
,,City (Small),,,,683584.738,4945165.549,18T,,0000.0000,0000.0000
,,City (Small),,,,681814.311,4927039.678,18T,,0000.0000,0000.0000
,,City (Small),,,,705440.330,4852239.524,18T,,0000.0000,0000.0000
,,City (Small),,,,687491.077,4891649.510,18T,,0000.0000,0000.0000
,,City (Small),,,,644629.867,4929062.326,18T,,0000.0000,0000.0000
,,City (Small),,,,707719.158,4835667.340,18T,,0000.0000,0000.0000
,,City (Small),,,,658923.952,4929707.506,18T,,0000.0000,0000.0000
,,City (Small),,,,663144.506,4931735.028,18T,,0000.0000,0000.0000
,,City (Small),,,,683833.452,4945072.563,18T,,0000.0000,0000.0000
,,City (Small),,,,645419.631,4925401.424,18T,,0000.0000,0000.0000
,,City (Small),,,,642385.436,4922589.355,18T,,0000.0000,0000.0000
,,City (Small),,,,680621.776,4928707.255,18T,,0000.0000,0000.0000
,,City (Small),,,,656841.041,4781021.723,18T,,0000.0000,0000.0000
,,City (Small),,,,647266.209,4750465.237,18T,,0000.0000,0000.0000
,,City (Small),,,,641567.282,4926161.023,18T,,0000.0000,0000.0000
,,City (Small),,,,650722.201,4910140.887,18T,,0000.0000,0000.0000
,,City (Small),,,,651012.522,4895455.728,18T,,0000.0000,0000.0000
,,City (Small),,,,699879.174,4895927.954,18T,,0000.0000,0000.0000
,,City (Small),,,,647642.134,4976576.023,18T,,0000.0000,0000.0000
,,City (Small),,,,687481.674,4866293.322,18T,,0000.0000,0000.0000
,,City (Small),,,,680959.782,4785621.225,18T,,0000.0000,0000.0000
,,City (Small),,,,677805.001,4788427.434,18T,,0000.0000,0000.0000
,,City (Small),,,,673724.675,4941991.740,18T,,0000.0000,0000.0000
,,City (Small),,,,266264.061,4941245.565,19T,,0000.0000,0000.0000
,,City (Small),,,,677919.568,4788397.095,18T,,0000.0000,0000.0000
,,City (Small),,,,709551.918,4931210.513,18T,,0000.0000,0000.0000
,,City (Small),,,,675645.323,4939686.947,18T,,0000.0000,0000.0000
,,City (Small),,,,642286.853,4927821.476,18T,,0000.0000,0000.0000
,,City (Small),,,,643421.767,4754616.785,18T,,0000.0000,0000.0000
,,City (Small),,,,649235.910,4942836.557,18T,,0000.0000,0000.0000
,,City (Small),,,,716820.765,4843549.988,18T,,0000.0000,0000.0000
,,City (Small),,,,646464.080,4928847.810,18T,,0000.0000,0000.0000
,,City (Small),,,,643034.386,4927471.149,18T,,0000.0000,0000.0000
,,City (Small),,,,642113.812,4926639.697,18T,,0000.0000,0000.0000
,,City (Small),,,,642470.667,4921968.888,18T,,0000.0000,0000.0000
,,City (Small),,,,650192.164,4923098.211,18T,,0000.0000,0000.0000
,,City (Small),,,,642132.389,4926517.858,18T,,0000.0000,0000.0000
,,City (Small),,,,693256.979,4903756.263,18T,,0000.0000,0000.0000
,,City (Small),,,,650500.185,4923205.350,18T,,0000.0000,0000.0000
,,City (Small),,,,693486.719,4903551.819,18T,,0000.0000,0000.0000
,,City (Small),,,,690635.024,4937031.328,18T,,0000.0000,0000.0000
,,City (Small),,,,681771.748,4927138.537,18T,,0000.0000,0000.0000
,,City (Small),,,,699837.254,4751726.557,18T,,0000.0000,0000.0000
,,City (Small),,,,642017.957,4924470.548,18T,,0000.0000,0000.0000
,,City (Small),,,,708219.100,4835427.180,18T,,0000.0000,0000.0000
,,City (Small),,,,660705.555,4782011.937,18T,,0000.0000,0000.0000
,,City (Small),,,,675708.843,4779282.338,18T,,0000.0000,0000.0000
,,City (Small),,,,638813.020,4916878.032,18T,,0000.0000,0000.0000
,,City (Small),,,,648609.432,4923028.540,18T,,0000.0000,0000.0000
,,City (Small),,,,644494.160,4925147.418,18T,,0000.0000,0000.0000
,,City (Small),,,,700386.981,4833309.356,18T,,0000.0000,0000.0000
,,City (Small),,,,689116.440,4932684.384,18T,,0000.0000,0000.0000
,,City (Small),,,,650102.039,4922518.221,18T,,0000.0000,0000.0000
,,City (Small),,,,657941.094,4782336.105,18T,,0000.0000,0000.0000
,,City (Small),,,,642219.455,4919251.819,18T,,0000.0000,0000.0000
,,City (Small),,,,728192.071,4864712.470,18T,,0000.0000,0000.0000
,,City (Small),,,,643583.136,4926038.527,18T,,0000.0000,0000.0000
,,City (Small),,,,644914.550,4925567.964,18T,,0000.0000,0000.0000
,,City (Small),,,,642114.541,4926606.373,18T,,0000.0000,0000.0000
,,City (Small),,,,642585.449,4923271.632,18T,,0000.0000,0000.0000
,,City (Small),,,,650364.914,4923202.223,18T,,0000.0000,0000.0000
,,City (Small),,,,730295.297,4875205.234,18T,,0000.0000,0000.0000
,,City (Small),,,,642481.336,4819760.174,18T,,0000.0000,0000.0000
,,City (Small),,,,646721.255,4877400.295,18T,,0000.0000,0000.0000
,,City (Small),,,,684601.612,4848772.361,18T,,0000.0000,0000.0000
,,City (Small),,,,681771.748,4927138.537,18T,,0000.0000,0000.0000
,,City (Small),,,,681485.118,4927141.645,18T,,0000.0000,0000.0000
,,City (Small),,,,639233.383,4932956.215,18T,,0000.0000,0000.0000
,,City (Small),,,,631638.852,4984239.623,18T,,0000.0000,0000.0000
,,City (Small),,,,651543.144,4966863.996,18T,,0000.0000,0000.0000
,,City (Small),,,,651014.974,4967129.416,18T,,0000.0000,0000.0000
,,City (Small),,,,714968.444,4836196.521,18T,,0000.0000,0000.0000
,,City (Small),,,,708219.100,4835427.180,18T,,0000.0000,0000.0000
,,City (Small),,,,690618.496,4868405.969,18T,,0000.0000,0000.0000
,,City (Small),,,,641861.780,4933802.191,18T,,0000.0000,0000.0000
,,City (Small),,,,658426.316,4782102.932,18T,,0000.0000,0000.0000
,,City (Small),,,,672419.661,4974916.684,18T,,0000.0000,0000.0000
,,City (Small),,,,708070.538,4793322.749,18T,,0000.0000,0000.0000
,,City (Small),,,,683759.227,4945170.507,18T,,0000.0000,0000.0000
,,City (Small),,,,660284.310,4840519.532,18T,,0000.0000,0000.0000
,,City (Small),,,,671799.292,4945719.758,18T,,0000.0000,0000.0000
,,City (Small),,,,642285.088,4922809.422,18T,,0000.0000,0000.0000
,,City (Small),,,,682844.199,4927213.079,18T,,0000.0000,0000.0000
,,City (Small),,,,650379.031,4923624.871,18T,,0000.0000,0000.0000
,,City (Small),,,,683868.827,4926163.654,18T,,0000.0000,0000.0000
,,City (Small),,,,737425.345,4925774.367,18T,,0000.0000,0000.0000
,,City (Small),,,,645514.921,4740173.483,18T,,0000.0000,0000.0000
,,City (Small),,,,642146.170,4926251.445,18T,,0000.0000,0000.0000
,,City (Small),,,,683847.154,4926930.097,18T,,0000.0000,0000.0000
,,City (Small),,,,641236.560,4915718.770,18T,,0000.0000,0000.0000
,,City (Small),,,,646626.449,4874808.977,18T,,0000.0000,0000.0000
,,City (Small),,,,644992.907,4919546.318,18T,,0000.0000,0000.0000
,,City (Small),,,,690589.436,4937230.104,18T,,0000.0000,0000.0000
,,City (Small),,,,696153.795,4899328.690,18T,,0000.0000,0000.0000
,,City (Small),,,,647223.485,4749408.860,18T,,0000.0000,0000.0000
,,City (Small),,,,699545.420,4896907.279,18T,,0000.0000,0000.0000
,,City (Small),,,,699068.794,4893368.509,18T,,0000.0000,0000.0000
,,City (Small),,,,657840.588,4782111.541,18T,,0000.0000,0000.0000
,,City (Small),,,,663279.870,4833735.311,18T,,0000.0000,0000.0000
,,City (Small),,,,647253.922,4874722.918,18T,,0000.0000,0000.0000
,,City (Small),,,,658237.823,4782165.215,18T,,0000.0000,0000.0000
,,City (Small),,,,696494.904,4901818.104,18T,,0000.0000,0000.0000
,,City (Small),,,,704613.008,4873804.368,18T,,0000.0000,0000.0000
,,City (Small),,,,649430.510,4922636.135,18T,,0000.0000,0000.0000
,,City (Small),,,,646061.323,4751039.462,18T,,0000.0000,0000.0000
,,City (Small),,,,650974.674,4967161.811,18T,,0000.0000,0000.0000
,,City (Small),,,,662966.795,4830015.954,18T,,0000.0000,0000.0000
,,City (Small),,,,694459.879,4898755.733,18T,,0000.0000,0000.0000
,,City (Small),,,,644306.470,4927866.008,18T,,0000.0000,0000.0000
,,City (Small),,,,679245.276,4795733.599,18T,,0000.0000,0000.0000
,,City (Small),,,,669584.419,4787650.409,18T,,0000.0000,0000.0000
,,City (Small),,,,650929.612,4923226.408,18T,,0000.0000,0000.0000
,,City (Small),,,,643812.102,4928277.354,18T,,0000.0000,0000.0000
,,City (Small),,,,646998.242,4877562.032,18T,,0000.0000,0000.0000
,,City (Small),,,,650911.148,4950966.570,18T,,0000.0000,0000.0000
,,City (Small),,,,649505.340,4928383.626,18T,,0000.0000,0000.0000
,,City (Small),,,,646590.972,4924983.182,18T,,0000.0000,0000.0000
,,City (Small),,,,690745.646,4937323.642,18T,,0000.0000,0000.0000
,,City (Small),,,,652321.051,4927382.083,18T,,0000.0000,0000.0000
,,City (Small),,,,658191.380,4782064.131,18T,,0000.0000,0000.0000
,,City (Small),,,,699275.591,4749676.251,18T,,0000.0000,0000.0000
,,City (Small),,,,730268.254,4875059.721,18T,,0000.0000,0000.0000
,,City (Small),,,,651475.551,4923372.457,18T,,0000.0000,0000.0000
,,City (Small),,,,649066.569,4928784.752,18T,,0000.0000,0000.0000
,,City (Small),,,,646648.399,4877432.014,18T,,0000.0000,0000.0000
,,City (Small),,,,716414.809,4942789.616,18T,,0000.0000,0000.0000
,,City (Small),,,,672221.183,4943585.596,18T,,0000.0000,0000.0000
,,City (Small),,,,641997.344,4925414.710,18T,,0000.0000,0000.0000
,,City (Small),,,,641123.694,4883112.165,18T,,0000.0000,0000.0000
,,City (Small),,,,642096.006,4923083.118,18T,,0000.0000,0000.0000
,,City (Small),,,,678267.624,4833784.258,18T,,0000.0000,0000.0000
,,City (Small),,,,648946.511,4923258.517,18T,,0000.0000,0000.0000
,,City (Small),,,,683879.912,4926897.673,18T,,0000.0000,0000.0000
,,City (Small),,,,646977.630,4749825.782,18T,,0000.0000,0000.0000
,,City (Small),,,,689672.983,4936769.632,18T,,0000.0000,0000.0000
,,City (Small),,,,641967.320,4926425.347,18T,,0000.0000,0000.0000
,,City (Small),,,,690691.039,4937288.682,18T,,0000.0000,0000.0000
,,City (Small),,,,730711.470,4874552.501,18T,,0000.0000,0000.0000
,,City (Small),,,,662469.935,4906754.640,18T,,0000.0000,0000.0000
,,City (Small),,,,642072.674,4924516.195,18T,,0000.0000,0000.0000
,,City (Small),,,,644202.088,4749333.699,18T,,0000.0000,0000.0000
,,City (Small),,,,646544.923,4874507.132,18T,,0000.0000,0000.0000
,,City (Small),,,,269369.002,4941834.900,19T,,0000.0000,0000.0000
,,City (Small),,,,266243.054,4941324.182,19T,,0000.0000,0000.0000
,,City (Small),,,,649152.885,4923285.470,18T,,0000.0000,0000.0000
,,City (Small),,,,642017.706,4926304.203,18T,,0000.0000,0000.0000
,,City (Small),,,,655998.584,4782291.284,18T,,0000.0000,0000.0000
,,City (Small),,,,690719.670,4936855.936,18T,,0000.0000,0000.0000
,,City (Small),,,,643141.248,4735102.253,18T,,0000.0000,0000.0000
,,City (Small),,,,699252.015,4897087.366,18T,,0000.0000,0000.0000
,,City (Small),,,,646779.632,4925087.458,18T,,0000.0000,0000.0000
,,City (Small),,,,643914.399,4927968.447,18T,,0000.0000,0000.0000
,,City (Small),,,,642413.910,4927468.637,18T,,0000.0000,0000.0000
,,City (Small),,,,646648.399,4877432.014,18T,,0000.0000,0000.0000
,,City (Small),,,,681988.043,4927089.005,18T,,0000.0000,0000.0000
,,City (Small),,,,642390.542,4927445.899,18T,,0000.0000,0000.0000
,,City (Small),,,,693364.684,4903626.036,18T,,0000.0000,0000.0000
,,City (Small),,,,657421.872,4855531.545,18T,,0000.0000,0000.0000
,,City (Small),,,,683805.502,4926995.620,18T,,0000.0000,0000.0000
,,City (Small),,,,697970.221,4744470.293,18T,,0000.0000,0000.0000
,,City (Small),,,,716410.558,4855422.442,18T,,0000.0000,0000.0000
,,City (Small),,,,656857.811,4780999.887,18T,,0000.0000,0000.0000
,,City (Small),,,,684189.213,4926094.903,18T,,0000.0000,0000.0000
,,City (Small),,,,644726.618,4925430.419,18T,,0000.0000,0000.0000
,,City (Small),,,,683943.444,4926621.551,18T,,0000.0000,0000.0000
,,City (Small),,,,676227.216,4860227.022,18T,,0000.0000,0000.0000
,,City (Small),,,,682957.420,4927149.565,18T,,0000.0000,0000.0000
,,City (Small),,,,645645.961,4934819.594,18T,,0000.0000,0000.0000
,,City (Small),,,,699771.100,4896324.903,18T,,0000.0000,0000.0000
,,City (Small),,,,649168.611,4942657.181,18T,,0000.0000,0000.0000
,,City (Small),,,,703013.677,4798060.499,18T,,0000.0000,0000.0000
,,City (Small),,,,663376.647,4832415.223,18T,,0000.0000,0000.0000
,,City (Small),,,,640063.319,4828298.175,18T,,0000.0000,0000.0000
,,City (Small),,,,738398.501,4934207.804,18T,,0000.0000,0000.0000
,,City (Small),,,,639375.745,4933359.342,18T,,0000.0000,0000.0000
,,City (Small),,,,683292.786,4984490.905,18T,,0000.0000,0000.0000
,,City (Small),,,,695597.664,4748214.669,18T,,0000.0000,0000.0000
,,City (Small),,,,687620.132,4864807.713,18T,,0000.0000,0000.0000
,,City (Small),,,,645611.845,4740619.923,18T,,0000.0000,0000.0000
,,City (Small),,,,672899.319,4974707.283,18T,,0000.0000,0000.0000
,,City (Small),,,,696866.408,4887810.191,18T,,0000.0000,0000.0000
,,City (Small),,,,711502.003,4818086.690,18T,,0000.0000,0000.0000
,,City (Small),,,,640908.248,4892419.654,18T,,0000.0000,0000.0000
,,City (Small),,,,687512.063,4891194.336,18T,,0000.0000,0000.0000
,,City (Small),,,,705084.736,4985776.451,18T,,0000.0000,0000.0000
,,City (Small),,,,708644.475,4929980.391,18T,,0000.0000,0000.0000
,,City (Small),,,,649907.828,4950476.383,18T,,0000.0000,0000.0000
,,City (Small),,,,702752.404,4894070.402,18T,,0000.0000,0000.0000
,,City (Small),,,,649840.634,4769064.330,18T,,0000.0000,0000.0000
,,City (Small),,,,647001.945,4749070.815,18T,,0000.0000,0000.0000
,,City (Small),,,,662262.969,4930734.825,18T,,0000.0000,0000.0000
,,City (Small),,,,635911.309,4979850.311,18T,,0000.0000,0000.0000
,,City (Small),,,,663955.450,4828884.316,18T,,0000.0000,0000.0000
,,City (Small),,,,728721.350,4864986.475,18T,,0000.0000,0000.0000
,,City (Small),,,,272149.959,4966283.060,19T,,0000.0000,0000.0000
,,City (Small),,,,698625.815,4897957.797,18T,,0000.0000,0000.0000
,,City (Small),,,,695313.649,4900693.286,18T,,0000.0000,0000.0000
,,City (Small),,,,663033.251,4829939.779,18T,,0000.0000,0000.0000
,,City (Small),,,,698862.294,4745874.205,18T,,0000.0000,0000.0000
,,City (Small),,,,645459.529,4752071.035,18T,,0000.0000,0000.0000
,,City (Small),,,,724481.419,4981746.654,18T,,0000.0000,0000.0000
,,City (Small),,,,642648.373,4923306.350,18T,,0000.0000,0000.0000
,,City (Small),,,,691150.621,4938413.993,18T,,0000.0000,0000.0000
,,City (Small),,,,737574.199,4927370.361,18T,,0000.0000,0000.0000
,,City (Small),,,,648050.427,4748948.885,18T,,0000.0000,0000.0000
,,City (Small),,,,656696.046,4780607.260,18T,,0000.0000,0000.0000
,,City (Small),,,,684032.686,4945044.880,18T,,0000.0000,0000.0000
,,City (Small),,,,682456.603,4830251.501,18T,,0000.0000,0000.0000
,,City (Small),,,,648411.623,4873526.431,18T,,0000.0000,0000.0000
,,City (Small),,,,658022.887,4782315.782,18T,,0000.0000,0000.0000
,,City (Small),,,,642269.220,4926809.793,18T,,0000.0000,0000.0000
,,City (Small),,,,642143.437,4926740.362,18T,,0000.0000,0000.0000
,,City (Small),,,,650181.676,4928032.468,18T,,0000.0000,0000.0000
,,City (Small),,,,690601.951,4937074.825,18T,,0000.0000,0000.0000
,,City (Small),,,,641729.964,4917585.326,18T,,0000.0000,0000.0000
,,City (Small),,,,673522.893,4975602.371,18T,,0000.0000,0000.0000
,,City (Small),,,,657989.424,4946478.903,18T,,0000.0000,0000.0000
,,City (Small),,,,649066.569,4928784.752,18T,,0000.0000,0000.0000
,,City (Small),,,,650264.270,4927901.012,18T,,0000.0000,0000.0000
,,City (Small),,,,657903.619,4946743.560,18T,,0000.0000,0000.0000
,,City (Small),,,,653718.050,4930549.144,18T,,0000.0000,0000.0000
,,City (Small),,,,720024.476,4979534.134,18T,,0000.0000,0000.0000
,,City (Small),,,,703512.557,4797397.395,18T,,0000.0000,0000.0000
,,City (Small),,,,657981.159,4828440.837,18T,,0000.0000,0000.0000
,,City (Small),,,,651250.192,4963856.147,18T,,0000.0000,0000.0000
,,City (Small),,,,673958.546,4975558.609,18T,,0000.0000,0000.0000
,,City (Small),,,,721086.812,4965668.554,18T,,0000.0000,0000.0000
,,City (Small),,,,674229.098,4748162.407,18T,,0000.0000,0000.0000
,,City (Small),,,,730683.148,4874673.841,18T,,0000.0000,0000.0000
,,City (Small),,,,699372.548,4750279.256,18T,,0000.0000,0000.0000
,,City (Small),,,,663588.142,4815762.213,18T,,0000.0000,0000.0000
,,City (Small),,,,640826.178,4914054.090,18T,,0000.0000,0000.0000
,,City (Small),,,,683842.342,4926818.793,18T,,0000.0000,0000.0000
,,City (Small),,,,642117.448,4927928.900,18T,,0000.0000,0000.0000
,,City (Small),,,,699126.802,4746626.530,18T,,0000.0000,0000.0000
,,City (Small),,,,679732.375,4929216.180,18T,,0000.0000,0000.0000
,,City (Small),,,,646898.365,4875203.954,18T,,0000.0000,0000.0000
,,City (Small),,,,641557.124,4926627.551,18T,,0000.0000,0000.0000
,,City (Small),,,,266284.750,4941378.290,19T,,0000.0000,0000.0000
,,City (Small),,,,675512.247,4779332.833,18T,,0000.0000,0000.0000
,,City (Small),,,,696601.450,4899064.158,18T,,0000.0000,0000.0000
,,City (Small),,,,646306.262,4751044.673,18T,,0000.0000,0000.0000
,,City (Small),,,,646652.599,4876520.881,18T,,0000.0000,0000.0000
,,City (Small),,,,649070.191,4923072.417,18T,,0000.0000,0000.0000
,,City (Small),,,,672774.282,4872384.435,18T,,0000.0000,0000.0000
,,City (Small),,,,650398.539,4923125.204,18T,,0000.0000,0000.0000
,,City (Small),,,,690736.630,4937089.905,18T,,0000.0000,0000.0000
,,City (Small),,,,679833.074,4849375.527,18T,,0000.0000,0000.0000
,,City (Small),,,,682648.183,4958046.025,18T,,0000.0000,0000.0000
,,City (Small),,,,687933.956,4941366.054,18T,,0000.0000,0000.0000
,,City (Small),,,,642193.160,4926285.811,18T,,0000.0000,0000.0000
,,City (Small),,,,719131.579,4841946.524,18T,,0000.0000,0000.0000
,,City (Small),,,,638547.630,4933430.507,18T,,0000.0000,0000.0000
,,City (Small),,,,644392.206,4927945.706,18T,,0000.0000,0000.0000
,,City (Small),,,,737320.563,4929952.712,18T,,0000.0000,0000.0000
,,City (Small),,,,728576.236,4987597.863,18T,,0000.0000,0000.0000
,,City (Small),,,,644890.658,4923066.940,18T,,0000.0000,0000.0000
,,City (Small),,,,709924.719,4809210.304,18T,,0000.0000,0000.0000
,,City (Small),,,,645794.287,4911840.528,18T,,0000.0000,0000.0000
,,City (Small),,,,648126.555,4942755.488,18T,,0000.0000,0000.0000
,,City (Small),,,,652316.423,4930293.835,18T,,0000.0000,0000.0000
,,City (Small),,,,649111.899,4872353.139,18T,,0000.0000,0000.0000
,,City (Small),,,,694659.290,4973430.423,18T,,0000.0000,0000.0000
,,City (Small),,,,719281.371,4841806.898,18T,,0000.0000,0000.0000
,,City (Small),,,,651969.419,4938310.049,18T,,0000.0000,0000.0000
,,City (Small),,,,696872.596,4979079.841,18T,,0000.0000,0000.0000
,,City (Small),,,,693520.395,4903764.042,18T,,0000.0000,0000.0000
,,City (Small),,,,691660.126,4806277.003,18T,,0000.0000,0000.0000
,,City (Small),,,,714585.917,4950968.953,18T,,0000.0000,0000.0000
,,City (Small),,,,264020.908,4939892.096,19T,,0000.0000,0000.0000
,,City (Small),,,,696138.636,4747307.588,18T,,0000.0000,0000.0000
,,City (Small),,,,687483.308,4892483.019,18T,,0000.0000,0000.0000
,,City (Small),,,,716106.874,4836444.447,18T,,0000.0000,0000.0000
,,City (Small),,,,693649.553,4903178.645,18T,,0000.0000,0000.0000
,,City (Small),,,,736531.222,4950223.324,18T,,0000.0000,0000.0000
,,City (Small),,,,659151.415,4918120.712,18T,,0000.0000,0000.0000
,,City (Small),,,,673771.669,4748473.088,18T,,0000.0000,0000.0000
,,City (Small),,,,634186.279,4982336.657,18T,,0000.0000,0000.0000
,,City (Small),,,,699315.355,4894209.807,18T,,0000.0000,0000.0000
,,City (Small),,,,662187.301,4893643.944,18T,,0000.0000,0000.0000
,,City (Small),,,,686474.985,4807343.312,18T,,0000.0000,0000.0000
,,City (Small),,,,642066.881,4926238.599,18T,,0000.0000,0000.0000
,,City (Small),,,,730659.877,4936786.447,18T,,0000.0000,0000.0000
,,City (Small),,,,646091.962,4940764.315,18T,,0000.0000,0000.0000
,,City (Small),,,,642176.040,4926341.003,18T,,0000.0000,0000.0000
,,City (Small),,,,694192.634,4903995.170,18T,,0000.0000,0000.0000
,,City (Small),,,,737225.255,4923175.478,18T,,0000.0000,0000.0000
,,City (Small),,,,650445.986,4984921.867,18T,,0000.0000,0000.0000
,,City (Small),,,,639227.518,4829269.650,18T,,0000.0000,0000.0000
,,City (Small),,,,714976.509,4836196.780,18T,,0000.0000,0000.0000
,,City (Small),,,,688815.379,4972188.204,18T,,0000.0000,0000.0000
,,City (Small),,,,645797.372,4734935.636,18T,,0000.0000,0000.0000
,,City (Small),,,,647186.752,4943245.272,18T,,0000.0000,0000.0000
,,City (Small),,,,696872.596,4979079.841,18T,,0000.0000,0000.0000
,,City (Small),,,,647867.488,4873825.389,18T,,0000.0000,0000.0000
,,City (Small),,,,662614.099,4811860.325,18T,,0000.0000,0000.0000
,,City (Small),,,,699494.363,4747770.872,18T,,0000.0000,0000.0000
,,City (Small),,,,645929.746,4751081.106,18T,,0000.0000,0000.0000
,,City (Small),,,,670382.955,4775546.543,18T,,0000.0000,0000.0000
,,City (Small),,,,646877.834,4750290.272,18T,,0000.0000,0000.0000
,,City (Small),,,,673687.739,4748559.865,18T,,0000.0000,0000.0000
,,City (Small),,,,695608.340,4899657.037,18T,,0000.0000,0000.0000
,,City (Small),,,,641764.136,4926620.949,18T,,0000.0000,0000.0000
,,City (Small),,,,646839.574,4929478.645,18T,,0000.0000,0000.0000
,,City (Small),,,,665269.981,4832239.418,18T,,0000.0000,0000.0000
,,City (Small),,,,701450.857,4896587.478,18T,,0000.0000,0000.0000
,,City (Small),,,,638607.873,4930609.100,18T,,0000.0000,0000.0000
,,City (Small),,,,737185.314,4922740.239,18T,,0000.0000,0000.0000
,,City (Small),,,,717046.860,4839321.193,18T,,0000.0000,0000.0000
,,City (Small),,,,694517.701,4748817.545,18T,,0000.0000,0000.0000
,,City (Small),,,,717712.952,4959392.201,18T,,0000.0000,0000.0000
,,City (Small),,,,642359.958,4812879.876,18T,,0000.0000,0000.0000
,,City (Small),,,,642047.875,4926015.921,18T,,0000.0000,0000.0000
,,City (Small),,,,687491.238,4891082.578,18T,,0000.0000,0000.0000
,,City (Small),,,,644515.809,4928826.407,18T,,0000.0000,0000.0000
,,City (Small),,,,702493.476,4779548.213,18T,,0000.0000,0000.0000
,,City (Small),,,,704280.307,4796975.866,18T,,0000.0000,0000.0000
,,City (Small),,,,642250.572,4927298.363,18T,,0000.0000,0000.0000
